SEGMENT_KEY,CORRIDOR,CORR_MP_FLOAT,CORR_ENDMP_FLOAT,DEPT_ID,SEC_LNT_MI,SIGNED_ROUTE,TOTAL_CRASHES,AVG_CRASHES,PER_100M_VMT,TYC_AADT
C000201_060+0.780_063+0.849_P-201,C000201,60.78,63.849,P-201,3.036,MT-201,2,0.4,94.07237031474183,383.5
C000396_011+0.729_016+0.913_S-396,C000396,11.729,16.913,S-396,5.182,S-396,0,0.0,0.0,6.666666666666667
C000201_057+0.819_060+0.780_P-201,C000201,57.819,60.78,P-201,3.037,MT-201,9,1.8,238.31415158350055,681.0
C000201_051+0.921_057+0.819_S-201,C000201,51.921,57.819,S-201,6.063,S-201,1,0.2,18.047106314710494,500.5
C000568_000+0.000_000+0.066_S-568,C000568,0.0,0.066,S-568,0.066,S-568,0,0.0,0.0,486.5
C000254_049+0.782_050+0.242_S-254,C000254,49.782,50.242,S-254,0.329,S-254,0,0.0,0.0,73.0
C000185_000+0.000_001+0.175_N-185,C000185,0.0,1.175,N-185,1.175,MT-200/US-93,7,1.4,73.77033210864991,4422.6
C000125_000+0.182_000+0.230_P-125,C000125,0.182,0.23,P-125,0.048,MT-25,0,0.0,0.0,1938.3333333333333
C000205_010+0.343_010+0.826_S-205,C000205,10.343,10.826,S-205,0.484,S-205,5,1.0,279.48578340839384,2024.25
C000125_000+0.000_000+0.182_P-125,C000125,0.0,0.182,P-125,0.182,MT-25,0,0.0,0.0,1996.75
C000366_012+0.564_020+0.425_S-366,C000366,12.564,20.425,S-366,7.854,S-366,0,0.0,0.0,83.75
C000259_000+0.000_005+0.414_S-259,C000259,0.0,5.414,S-259,5.403,S-259,1,0.2,119.24641559882399,85.0
C000119_001+0.474_001+0.738_P-119,C000119,1.474,1.738,P-119,0.264,MT-1,0,0.0,0.0,5514.333333333333
C000119_001+0.301_001+0.474_P-119,C000119,1.301,1.474,P-119,0.173,MT-1,0,0.0,0.0,5661.25
C000119_001+0.021_001+0.301_P-119,C000119,1.021,1.301,P-119,0.28,MT-1,0,0.0,0.0,5897.6
C000119_000+0.250_000+0.530_P-119,C000119,0.25,0.53,P-119,0.281,MT-1,0,0.0,0.0,4525.75
C000117_000+0.108_000+0.176_N-117,C000117,0.108,0.176,N-117,0.068,US-12,8,1.6,413.61519129514403,15577.0
C000110_001+0.062_001+0.518_N-110,C000110,1.062,1.518,N-110,0.455,,18,3.6,388.99509661631686,5569.5
C000110_000+0.755_000+0.833_N-110,C000110,0.755,0.833,N-110,0.078,,21,4.2,3284.904055413966,4488.5
C000110_000+0.302_000+0.755_N-110,C000110,0.302,0.755,N-110,0.453,,24,4.8,646.4144215005724,4488.5
C000110_000+0.143_000+0.302_N-110,C000110,0.143,0.302,N-110,0.159,,3,0.6,243.2135319495134,4248.5
C000212_008+0.082_012+0.272_S-212,C000212,8.082,12.272,S-212,4.183,S-212,7,1.4,92.61761722346299,989.5
C000110_000+0.015_000+0.143_N-110,C000110,0.015,0.143,N-110,0.128,,0,0.0,0.0,4110.25
C000110_000+0.000_000+0.015_N-110,C000110,0.0,0.015,N-110,0.015,,0,0.0,0.0,4110.25
C000109_006+0.723_007+0.578_N-109,C000109,6.723,7.578,N-109,0.86,ALT US-93,22,4.4,70.17394549191066,19964.0
C000109_005+0.905_006+0.723_N-109,C000109,5.905,6.723,N-109,0.866,ALT US-93,9,1.8,27.807993590004862,20467.0
C000109_002+0.957_003+0.689_N-109,C000109,2.957,3.689,N-109,0.727,ALT US-93,38,7.6,143.3696898649189,19966.0
C000109_002+0.860_002+0.957_N-109,C000109,2.86,2.957,N-109,0.098,ALT US-93,5,1.0,174.0009830303857,16058.0
C000109_001+0.270_002+0.860_N-109,C000109,1.27,2.86,N-109,1.598,ALT US-93,32,6.4,68.29375253858443,16058.0
C000108_000+0.740_000+0.918_N-108,C000108,0.74,0.918,N-108,0.179,BR I-15/US-12,28,5.6,769.7125600232815,11129.5
C000108_000+0.382_000+0.740_N-108,C000108,0.382,0.74,N-108,0.358,BR I-15/US-12,36,7.2,449.8669247525224,12241.5
C000108_000+0.000_000+0.203_N-108,C000108,0.0,0.203,N-108,0.203,BR I-15/US-12,19,3.8,355.5592784566546,14416.0
C000107_000+0.481_000+0.550_N-107,C000107,0.481,0.55,N-107,0.068,BR US-12/US-12,31,6.2,1482.6840193525122,16838.5
C000236_009+0.701_016+0.311_S-236,C000236,9.701,16.311,S-236,6.626,S-236,5,1.0,114.39576418750482,361.25
C000107_000+0.000_000+0.093_N-107,C000107,0.0,0.093,N-107,0.093,BR US-12/US-12,8,1.6,268.065291211675,17573.8
C000478_012+0.729_022+0.031_S-478,C000478,12.729,22.031,S-478,9.288,S-478,0,0.0,0.0,27.0
C000099_038+0.194_047+0.872_N-99,C000099,38.194,47.872,N-99,9.671,US-191,1,0.2,63.98594270813482,88.5
C000350_002+0.007_005+0.489_S-350,C000350,2.007,5.489,S-350,3.48,S-350,0,0.0,0.0,43.0
C000099_034+0.959_038+0.194_N-99,C000099,34.959,38.194,N-99,3.23,US-191,0,0.0,0.0,121.75
C000099_023+0.493_034+0.959_N-99,C000099,23.493,34.959,N-99,11.427,US-191,2,0.4,95.85107656574411,100.0
C000099_000+0.000_000+0.860_N-99,C000099,0.0,0.86,N-99,0.86,US-191,0,0.0,0.0,715.0
C000098_000+0.331_000+0.728_N-98,C000098,0.331,0.728,N-98,0.396,BR I-94,1,0.2,124.28148616208796,1112.75
C000098_000+0.000_000+0.331_N-98,C000098,0.0,0.331,N-98,0.331,BR I-94,0,0.0,0.0,1112.75
C000097_000+0.219_000+0.341_P-97,C000097,0.219,0.341,P-97,0.122,BR I-94,0,0.0,0.0,1132.3333333333333
C000097_000+0.000_000+0.219_P-97,C000097,0.0,0.219,P-97,0.219,BR I-94,1,0.2,206.41045609649495,1211.5
C000096_000+0.712_000+0.947_P-96,C000096,0.712,0.947,P-96,0.235,,2,0.4,302.9450492443616,1538.5
C000201_041+0.875_051+0.921_S-201,C000201,41.875,51.921,S-201,9.986,S-201,3,0.6,48.73337417274993,337.6
C000096_000+0.511_000+0.712_P-96,C000096,0.511,0.712,P-96,0.201,,0,0.0,0.0,2070.0
C000095_001+0.216_001+0.625_P-95,C000095,1.216,1.625,P-95,0.409,BR I-94,0,0.0,0.0,1392.0
C000095_000+0.664_001+0.216_P-95,C000095,0.664,1.216,P-95,0.552,BR I-94,1,0.2,56.12120915442053,1767.8
C000095_000+0.066_000+0.664_P-95,C000095,0.066,0.664,P-95,0.598,BR I-94,0,0.0,0.0,1569.5
C000095_000+0.000_000+0.066_P-95,C000095,0.0,0.066,P-95,0.066,BR I-94,1,0.2,528.6813267672383,1569.5
C000094_242+0.731_248+0.527_I-94,C000094,242.731,248.527,I-94,5.75,I-94,13,2.6,35.082643559366545,3529.25
C000094_241+0.616_242+0.731_I-94,C000094,241.616,242.731,I-94,1.148,I-94,11,2.2,160.9653594820058,3260.0
C000254_043+0.309_043+0.559_S-254,C000254,43.309,43.559,S-254,0.25,S-254,0,0.0,0.0,196.0
C000094_236+0.016_241+0.616_I-94,C000094,236.016,241.616,I-94,5.666,I-94,22,4.4,54.90322309338228,3873.0
C000094_231+0.143_234+1.061_I-94,C000094,231.143,235.061,I-94,3.763,I-94,17,3.4,62.1550330335301,3980.5
C000094_224+0.004_231+0.143_I-94,C000094,224.004,231.143,I-94,7.135,I-94,37,7.4,64.89775298679561,4376.0
C000094_215+0.118_224+0.004_I-94,C000094,215.118,224.004,I-94,8.878,I-94,39,7.8,57.035088233023515,4218.0
C000094_211+0.831_213+0.087_I-94,C000094,211.831,213.087,I-94,1.251,I-94,10,2.0,67.82073481641555,6454.75
C000094_206+0.275_210+0.118_I-94,C000094,206.275,210.118,I-94,3.902,I-94,29,5.8,91.8768788639558,4430.0
C000094_204+0.024_206+0.275_I-94,C000094,204.024,206.275,I-94,2.252,I-94,17,3.4,97.94097201226846,4221.0
C000094_192+0.385_198+0.366_I-94,C000094,192.385,198.366,I-94,5.981,I-94,36,7.2,76.35647597401673,4317.0
C000094_191+0.250_192+0.385_I-94,C000094,191.25,192.385,I-94,1.123,I-94,7,1.4,79.85585971233685,4274.75
C000094_185+0.253_191+0.250_I-94,C000094,185.253,191.25,I-94,5.996,I-94,45,9.0,92.61105220863425,4438.0
C000094_159+0.252_163+0.367_I-94,C000094,159.252,163.367,I-94,4.005,I-94,17,3.4,54.38900450999449,4274.0
C000094_140+0.957_148+0.540_I-94,C000094,140.957,148.54,I-94,7.602,I-94,51,10.2,83.63351199729607,4393.0
C000094_138+0.096_140+0.957_I-94,C000094,138.096,140.957,I-94,2.865,I-94,14,2.8,56.97470379271686,4697.0
C000094_135+0.241_138+0.096_I-94,C000094,135.241,138.096,I-94,2.853,I-94,31,6.2,126.41975684475678,4707.0
C000094_128+0.851_135+0.241_I-94,C000094,128.851,135.241,I-94,6.421,I-94,50,10.0,90.65656262984521,4704.0
C000094_120+0.156_126+0.066_I-94,C000094,120.156,126.066,I-94,5.925,I-94,30,6.0,54.66509046255912,5072.5
C000094_117+0.497_120+0.156_I-94,C000094,117.497,120.156,I-94,2.644,I-94,33,6.6,134.75027499611537,5072.5
C000354_005+0.495_009+0.456_S-354,C000354,5.495,9.456,S-354,3.956,S-354,14,2.8,210.2605679950929,921.75
C000094_106+0.564_117+0.497_I-94,C000094,106.564,117.497,I-94,11.002,I-94,102,20.4,100.0934600407429,5072.5
C000094_103+0.655_106+0.564_I-94,C000094,103.655,106.564,I-94,2.909,I-94,12,2.4,42.851038347192535,5272.0
C000094_094+1.002_103+0.655_I-94,C000094,95.002,103.655,I-94,8.719,I-94,56,11.2,63.97581698617496,5498.0
C000094_093+0.407_094+1.002_I-94,C000094,93.407,95.002,I-94,1.593,I-94,10,2.0,82.44178682792057,4170.0
C000094_082+0.004_087+0.382_I-94,C000094,82.004,87.382,I-94,5.375,I-94,31,6.2,72.8985384370676,4332.75
C000094_078+0.309_082+0.004_I-94,C000094,78.309,82.004,I-94,3.694,I-94,27,5.4,92.3852139535728,4332.75
C000094_071+0.797_078+0.309_I-94,C000094,71.797,78.309,I-94,6.51,I-94,41,8.2,82.35603356636524,4188.0
C000109_004+0.758_005+0.905_N-109,C000109,4.758,5.905,N-109,1.109,ALT US-93,14,2.8,35.56308728907751,19440.0
C000094_067+0.742_071+0.797_I-94,C000094,67.742,71.797,I-94,4.089,I-94,26,5.2,69.06414232415358,5042.0
C000345_003+0.030_005+0.545_S-345,C000345,3.03,5.545,S-345,2.509,S-345,10,2.0,201.40463225890977,1083.75
C000094_062+0.943_067+0.742_I-94,C000094,62.943,67.742,I-94,4.806,I-94,36,7.2,82.66419508989767,4962.5
C000094_035+0.800_046+0.926_I-94,C000094,35.8,46.926,I-94,11.167,I-94,93,18.6,99.51666235292149,4583.0
C000288_007+0.757_012+0.906_S-288,C000288,7.757,12.906,S-288,5.161,S-288,16,3.2,299.4348133089497,567.0
C000094_014+0.613_023+0.060_I-94,C000094,14.613,23.06,I-94,8.438,I-94,42,8.4,52.210193519107534,5221.0
C000094_005+0.882_014+0.613_I-94,C000094,5.882,14.613,I-94,8.683,I-94,81,16.2,83.90125761250479,6089.0
C000096_000+0.000_000+0.320_P-96,C000096,0.0,0.32,P-96,0.32,,5,1.0,570.8442356971094,1499.0
C000094_000+0.000_005+0.882_I-94,C000094,0.0,5.882,I-94,5.824,I-94,107,21.4,112.06810726117627,8978.0
C000093_030+0.925_032+0.631_N-93,C000093,30.925,32.631,N-93,1.689,US-12,44,8.8,574.8049196886303,2482.0
C000544_013+0.100_019+0.013_S-544,C000544,13.1,19.013,S-544,5.902,S-544,0,0.0,0.0,37.75
C000093_000+0.000_005+0.911_N-93,C000093,0.0,5.911,N-93,5.946,US-12,17,3.4,202.81774182871322,772.0
C000092_005+0.328_005+0.357_N-92,C000092,5.328,5.357,N-92,0.03,US-93,4,0.8,355.83900583705855,20520.333333333332
C000092_004+0.636_004+0.940_N-92,C000092,4.636,4.9399999999999995,N-92,0.305,US-93,58,11.6,405.6216781919722,25674.75
C000092_004+0.317_004+0.636_N-92,C000092,4.317,4.636,N-92,0.319,US-93,20,4.0,122.04895667764002,28132.25
C000092_003+0.401_003+0.790_N-92,C000092,3.401,3.79,N-92,0.389,US-93,139,27.8,639.787958485562,30586.4
C000092_002+0.722_003+0.401_N-92,C000092,2.722,3.401,N-92,0.652,US-93,102,20.4,226.60787106498324,37807.4
C000092_002+0.078_002+0.722_N-92,C000092,2.078,2.722,N-92,0.644,US-93,58,11.6,134.57665952193165,36649.8
C000092_001+0.845_002+0.078_N-92,C000092,1.845,2.078,N-92,0.251,US-93,42,8.4,260.4605344673311,35183.0
C000091_001+0.832_002+0.481_P-91,C000091,1.8319999999999999,2.481,P-91,0.657,BR I-90/US-191,0,0.0,0.0,2274.0
C000201_013+1.077_020+0.254_S-201,C000201,14.077,20.254,S-201,6.15,S-201,0,0.0,0.0,39.75
C000091_001+0.604_001+0.832_P-91,C000091,1.604,1.8319999999999999,P-91,0.228,BR I-90/US-191,2,0.4,122.42366497629948,3924.0
C000091_001+0.245_001+0.604_P-91,C000091,1.245,1.604,P-91,0.359,BR I-90/US-191,1,0.2,39.892099593709496,3824.0
C000090_530+0.302_543+0.732_I-90,C000090,530.302,543.732,I-90,13.453,I-90,51,10.2,51.58036084011339,4025.0
C000432_041+0.536_046+0.561_S-432,C000432,41.536,46.561,S-432,5.009,S-432,1,0.2,77.5405866544304,141.0
C000090_510+0.514_514+0.459_I-90,C000090,510.514,514.459,I-90,3.951,I-90,10,2.0,25.73509928288725,5386.0
C000090_497+0.350_503+0.089_I-90,C000090,497.35,503.089,I-90,5.67,I-90,19,3.8,21.54934708068804,8516.0
C000094_168+0.691_176+0.239_I-94,C000094,168.691,176.239,I-94,7.518,I-94,21,4.2,36.12764925808717,4234.25
C000090_495+0.717_497+0.350_I-90,C000090,495.717,497.35,I-90,1.648,I-90,6,1.2,25.87404118772563,7706.0
C000090_484+0.229_495+0.717_I-90,C000090,484.229,495.717,I-90,11.47,I-90,51,10.2,33.132041049328926,7349.5
C000518_000+0.047_000+0.456_S-518,C000518,0.047,0.456,S-518,0.409,S-518,2,0.4,51.81081066176722,5168.75
C000090_478+0.455_484+0.229_I-90,C000090,478.455,484.229,I-90,5.772,I-90,40,8.0,50.79208402136087,7472.0
C000343_033+0.966_043+0.308_S-343,C000343,33.966,43.308,S-343,9.308,S-343,2,0.4,105.3778407837352,111.66666666666667
C000090_473+0.231_478+0.455_I-90,C000090,473.231,478.455,I-90,5.221,I-90,28,5.6,37.453341657515175,7841.75
C000090_456+0.787_462+0.045_I-90,C000090,456.787,462.045,I-90,5.143,I-90,103,20.6,131.8642647716558,8317.5
C000090_456+0.308_456+0.787_I-90,C000090,456.308,456.787,I-90,0.479,I-90,15,3.0,206.18741929605332,8317.5
C000284_004+0.667_008+0.076_S-284,C000284,4.667,8.076,S-284,3.52,S-284,28,5.6,268.36704434906494,1623.25
C000292_007+0.098_009+0.303_S-292,C000292,7.098,9.303,S-292,2.2,S-292,13,2.6,198.49222051984887,1630.3333333333333
C000090_446+0.867_449+0.870_I-90,C000090,446.867,449.87,I-90,2.998,I-90,92,18.4,60.052364834457386,27985.0
C000090_446+0.403_446+0.867_I-90,C000090,446.403,446.867,I-90,0.464,I-90,25,5.0,92.1401825218586,32023.75
C000090_445+0.539_446+0.403_I-90,C000090,445.539,446.403,I-90,0.865,I-90,33,6.6,110.53817170652505,18901.0
C000405_022+0.263_027+0.296_S-405,C000405,22.263,27.296,S-405,5.007,S-405,0,0.0,0.0,156.75
C000090_443+0.138_445+0.539_I-90,C000090,443.138,445.539,I-90,2.401,I-90,90,18.0,67.40039673066653,30457.0
C000218_024+0.730_024+0.768_S-218,C000218,24.73,24.768,S-218,0.038,S-218,0,0.0,0.0,22.25
C000090_432+0.252_434+0.157_I-90,C000090,432.252,434.157,I-90,1.883,I-90,40,8.0,60.597249321629405,19198.0
C000090_391+0.940_396+0.801_I-90,C000090,391.94,396.801,I-90,4.909,I-90,56,11.2,59.88905486003383,10431.5
C000090_354+0.044_361+0.785_I-90,C000090,354.044,361.785,I-90,7.751,I-90,108,21.6,66.64671130960055,11449.5
C000090_354+0.033_354+0.044_I-90,C000090,354.033,354.044,I-90,0.011,I-90,1,0.2,434.8305213474023,11449.5
C000090_330+0.791_332+1.011_I-90,C000090,330.791,333.011,I-90,2.197,I-90,76,15.2,100.12411179116235,18921.0
C000285_005+0.729_009+0.349_S-285,C000285,5.729,9.349,S-285,3.628,S-285,5,1.0,407.9718748758745,185.0
C000090_324+0.392_330+0.791_I-90,C000090,324.392,330.791,I-90,6.476,I-90,179,35.8,91.90210321792092,16471.0
C000090_309+0.101_313+0.308_I-90,C000090,309.101,313.308,I-90,3.725,I-90,135,27.0,101.06702045873418,19638.0
C000090_278+0.056_283+0.040_I-90,C000090,278.056,283.04,I-90,4.926,I-90,130,26.0,74.02516304468318,19524.0
C000090_267+0.446_271+0.745_I-90,C000090,267.446,271.745,I-90,4.294,I-90,38,7.6,40.276049562698084,12033.0
C000090_232+0.982_241+0.777_I-90,C000090,232.982,241.777,I-90,8.971,I-90,239,47.8,156.88207414338984,9300.0
C000213_031+0.439_038+0.647_S-213,C000213,31.439,38.647,S-213,7.202,S-213,5,1.0,253.4690021097746,150.0
C000090_226+0.731_228+0.380_I-90,C000090,226.731,228.38,I-90,1.594,I-90,36,7.2,118.46839704170472,10440.25
C000090_216+0.549_219+0.215_I-90,C000090,216.549,219.215,I-90,2.743,I-90,51,10.2,69.16816952288463,14721.0
C000090_211+0.645_216+0.549_I-90,C000090,211.645,216.549,I-90,5.04,I-90,116,23.2,87.69589283253207,14373.0
C000090_208+0.189_210+0.511_I-90,C000090,208.189,210.511,I-90,2.325,I-90,39,7.8,61.19715767541588,15011.0
C000090_195+0.410_197+0.302_I-90,C000090,195.41,197.302,I-90,1.873,I-90,26,5.2,76.23849313264563,9971.5
C000225_013+0.500_019+0.509_S-225,C000225,13.5,19.509,S-225,6.004,S-225,2,0.4,218.47515866004662,83.5
C000090_166+0.088_169+1.052_I-90,C000090,166.088,170.052,I-90,3.947,I-90,75,15.0,95.6410885640891,10880.5
C000090_130+0.177_131+0.640_I-90,C000090,130.177,131.64,I-90,1.46,I-90,18,3.6,57.2088563306592,11802.0
C000090_187+0.740_194+0.909_I-90,C000090,187.74,194.909,I-90,7.169,I-90,80,16.0,57.07189209657246,10708.0
C000090_113+0.648_120+0.660_I-90,C000090,113.648,120.66,I-90,6.869,I-90,159,31.8,112.66087274768664,11252.0
C000379_014+0.018_015+0.026_S-379,C000379,14.018,15.026,S-379,1.009,S-379,1,0.2,2128.471699638077,25.5
C000090_084+0.781_089+0.501_I-90,C000090,84.781,89.501,I-90,4.524,I-90,83,16.6,95.32660190253597,10540.0
C000090_082+0.164_084+0.781_I-90,C000090,82.164,84.781,I-90,2.569,I-90,61,12.2,118.24716370844024,10997.0
C000090_077+0.229_082+0.164_I-90,C000090,77.229,82.164,I-90,4.959,I-90,95,19.0,121.21997675149464,8654.75
C005809_006+0.377_007+0.384_S-229,C005809,6.377,7.384,S-229,1.007,S-229,18,3.6,291.6022831910562,3357.0
C000090_077+0.182_077+0.229_I-90,C000090,77.182,77.229,I-90,0.047,I-90,0,0.0,0.0,8654.75
C000090_070+0.373_074+0.756_I-90,C000090,70.373,74.756,I-90,4.391,I-90,48,9.6,71.84800855175311,8332.25
C000090_066+0.549_070+0.373_I-90,C000090,66.549,70.373,I-90,3.891,I-90,56,11.2,85.9521386732552,9170.0
C000090_037+0.029_042+0.792_I-90,C000090,37.029,42.792,I-90,5.278,I-90,73,14.6,106.72412370215035,7097.25
C000291_000+0.328_000+0.722_N-291,C000291,0.328,0.722,N-291,0.394,S-291,85,17.0,666.2162576584686,17734.0
C000090_026+0.394_029+0.777_I-90,C000090,26.394,29.777,I-90,3.399,I-90,109,21.8,250.13564664499884,7021.0
C000090_025+0.133_026+0.394_I-90,C000090,25.133,26.394,I-90,1.261,I-90,29,5.8,155.27721630021233,8111.0
C000441_000+0.000_000+0.112_S-441,C000441,0.0,0.112,S-441,0.112,S-441,1,0.2,831.226285529687,588.25
C000286_000+0.799_003+0.895_S-286,C000286,0.799,3.895,S-286,3.13,S-286,8,1.6,300.8019952717737,465.3333333333333
C000090_018+0.688_021+0.785_I-90,C000090,18.688,21.785,I-90,3.062,I-90,54,10.8,122.75835176608523,7867.5
C000243_021+0.033_021+0.315_S-243,C000243,21.033,21.315,S-243,0.282,S-243,0,0.0,0.0,462.0
C000090_210+0.511_211+0.645_I-90,C000090,210.511,211.645,I-90,1.132,I-90,33,6.6,111.07576532157559,14373.0
C000089_002+0.995_003+0.220_N-89,C000089,2.995,3.22,N-89,0.226,BR I-15,0,0.0,0.0,4207.333333333333
C000089_002+0.458_002+0.995_N-89,C000089,2.458,2.995,N-89,0.537,BR I-15,6,1.2,146.31611561076573,4182.0
C000089_002+0.242_002+0.458_P-89,C000089,2.242,2.458,P-89,0.216,BR I-15/MT-41,4,0.8,117.41333032285554,8637.5
C000387_000+0.000_001+0.735_S-387,C000387,0.0,1.7349999999999999,S-387,1.735,S-387,1,0.2,76.98673310724384,410.0
C000323_040+0.796_057+0.687_P-323,C000323,40.796,57.687,P-323,16.838,MT-323,2,0.4,28.251341729283755,230.25
C000089_002+0.011_002+0.242_P-89,C000089,2.011,2.242,P-89,0.23,BR I-15/MT-41,3,0.6,77.21749366385743,9250.75
C000089_001+0.485_001+0.724_P-89,C000089,1.4849999999999999,1.724,P-89,0.24,BR I-15/MT-41,7,1.4,333.9008694110838,4783.75
C000089_000+0.422_000+0.703_P-89,C000089,0.422,0.703,P-89,0.28,BR I-15/MT-41,0,0.0,0.0,2938.4
C000382_000+0.000_007+0.373_S-382,C000382,0.0,7.373,S-382,7.382,S-382,23,4.6,450.208626168435,379.0
C000089_000+0.000_000+0.053_P-89,C000089,0.0,0.053,P-89,0.053,BR I-15/MT-41,1,0.2,606.5704082697433,1703.5
C000088_000+0.532_001+0.445_N-88,C000088,0.532,1.445,N-88,0.987,MT-88/US-12,5,1.0,190.28061853421605,1458.0
C000480_000+0.000_000+0.817_S-480,C000480,0.0,0.817,S-480,0.817,S-480,0,0.0,0.0,171.33333333333334
C000088_000+0.000_000+0.199_N-88,C000088,0.0,0.199,N-88,0.199,MT-88/US-12,2,0.4,306.8415952702209,1793.75
C000087_020+0.756_022+0.456_P-87,C000087,20.756,22.456,P-87,1.699,US-287,1,0.2,24.108735965429045,1337.0
C000087_006+0.910_014+0.288_P-87,C000087,6.91,14.288,P-87,7.359,US-287,10,2.0,81.64390165141283,911.5
C000087_006+0.685_006+0.910_P-87,C000087,6.6850000000000005,6.91,P-87,0.225,US-287,1,0.2,328.80490882712536,740.25
C000086_021+0.515_027+0.838_P-86,C000086,21.515,27.838,P-86,6.102,MT-86,7,1.4,153.69767496729511,408.75
C000086_009+0.534_015+0.780_P-86,C000086,9.534,15.78,P-86,6.263,MT-86,35,7.0,240.55389865651836,1272.25
C000086_001+0.384_004+0.309_P-86,C000086,1.384,4.309,P-86,2.851,MT-86,19,3.8,43.33258432163102,8422.5
C000090_271+0.745_274+0.569_I-90,C000090,271.745,274.569,I-90,2.821,I-90,36,7.2,63.30806983014642,11039.25
C000086_001+0.021_001+0.384_P-86,C000086,1.021,1.384,P-86,0.363,MT-86,1,0.2,15.103256170172285,9989.0
C000085_005+0.887_005+0.989_N-85,C000085,5.8870000000000005,5.989,N-85,0.102,MT-85,3,0.6,87.17083837053293,18477.75
C000084_011+0.802_020+0.267_P-84,C000084,11.802,20.267,P-84,8.39,MT-84,44,8.8,104.04044258003164,2760.5
C000083_088+0.366_091+0.107_P-83,C000083,88.366,91.107,P-83,2.77,MT-83,63,12.6,207.36071193686445,6006.666666666667
C000083_082+0.648_088+0.366_P-83,C000083,82.648,88.366,P-83,5.688,MT-83,51,10.2,185.83859294921584,2642.25
C000467_006+0.656_015+0.197_S-467,C000467,6.656,15.197,S-467,8.515,S-467,0,0.0,0.0,38.0
C000110_001+0.518_001+0.670_N-110,C000110,1.518,1.67,N-110,0.152,,41,8.2,2527.83002131084,5843.75
C000083_078+0.913_082+0.644_P-83,C000083,78.913,82.644,P-83,3.56,MT-83,40,8.0,231.5452877518065,2657.5
C000083_047+0.759_048+0.276_P-83,C000083,47.759,48.276,P-83,0.514,MT-83,0,0.0,0.0,1241.0
C000534_027+0.391_027+0.752_S-534,C000534,27.391,27.752,S-534,0.361,S-534,0,0.0,0.0,1410.25
C000279_027+0.012_038+0.886_S-279,C000279,27.012,38.886,S-279,11.586,S-279,45,9.0,564.2049163910677,377.0
C000107_000+0.093_000+0.481_N-107,C000107,0.093,0.481,N-107,0.389,BR US-12/US-12,33,6.6,695.9006423125813,6676.0
C000083_042+0.164_047+0.759_P-83,C000083,42.164,47.759,P-83,5.584,MT-83,17,3.4,134.34792311653132,1241.0
C000083_013+0.733_014+0.960_P-83,C000083,13.733,14.96,P-83,1.277,MT-83,16,3.2,219.3270275667838,3128.5
C000083_000+0.000_010+0.119_P-83,C000083,0.0,10.119,P-83,10.113,MT-83,79,15.8,156.10488886894257,2740.5
C000306_010+0.474_024+0.045_S-306,C000306,10.474,24.045,S-306,13.724,S-306,5,1.0,200.021010687013,99.75
C000082_000+0.000_003+0.634_P-82,C000082,0.0,3.634,P-82,3.615,MT-82,63,12.6,101.13675727356605,9436.75
C000081_014+0.856_019+0.470_P-81,C000081,14.856,19.47,P-81,4.609,MT-81,1,0.2,35.762471858124215,332.25
C000253_005+0.500_015+0.070_S-253,C000253,5.5,15.07,S-253,9.546,S-253,2,0.4,30.576452123383852,375.25
C000081_013+0.534_014+0.856_P-81,C000081,13.534,14.856,P-81,1.317,MT-81,2,0.4,177.89421784508758,467.5
C000081_012+0.797_013+0.130_P-81,C000081,12.797,13.13,P-81,0.334,MT-81,0,0.0,0.0,377.2
C000081_003+0.103_006+0.130_P-81,C000081,3.103,6.13,P-81,3.028,MT-81,3,0.6,152.4104034512283,356.0
C000081_000+0.000_003+0.103_P-81,C000081,0.0,3.103,P-81,3.12,MT-81,1,0.2,47.63291287951666,368.5
C000080_066+0.968_067+0.299_P-80,C000080,66.968,67.299,P-80,0.329,MT-80,0,0.0,0.0,856.6666666666666
C000080_065+0.626_066+0.500_P-80,C000080,65.626,66.5,P-80,0.866,MT-80,1,0.2,109.26732993647794,578.75
C000080_050+0.892_054+0.912_P-80,C000080,50.892,54.912,P-80,4.013,MT-80,5,1.0,211.41403759176134,322.75
C000244_000+0.000_001+0.672_S-244,C000244,0.0,1.6720000000000002,S-244,1.663,S-244,1,0.2,156.07182986220272,211.0
C000080_050+0.890_050+0.892_P-80,C000080,50.89,50.892,P-80,0.002,MT-80,0,0.0,0.0,308.6666666666667
C000080_049+0.876_050+0.890_P-80,C000080,49.876,50.89,P-80,1.021,MT-80,0,0.0,0.0,292.0
C000080_046+0.074_046+0.130_P-80,C000080,46.074,46.13,P-80,0.056,MT-80,0,0.0,0.0,192.0
C000080_028+0.535_035+0.639_P-80,C000080,28.535,35.639,P-80,7.1,MT-80,2,0.4,58.60065818208248,263.25
C000080_007+0.098_009+0.980_P-80,C000080,7.098,9.98,P-80,2.926,MT-80,8,1.6,286.9805306270227,521.75
C000249_000+0.000_006+0.123_S-249,C000249,0.0,6.123,S-249,6.115,S-249,8,1.6,84.78832258762345,845.0
